Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16
sp|O14602|IF1AY_HUMAN	O14602	IF1AY_HUMAN	EIF1AY	144	Homo sapiens OX=9606	Eukaryotic translation initiation factor 1A, Y-chromosomal 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	2696486	     0	2696486	10K(304.2071), N-term(304.2071)		sp|P47813|IF1AX_HUMAN	597823.4141	2127.0406	1700.8827	5.7806	0.9446	0.0888	0.0320	25.2746	2.1252	42.5487	7.4056	12.3626	24.3351	457.2347	26.7579	16.0740
sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	125	Homo sapiens OX=9606	Programmed cell death protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	601036	601036	601036	N-term(304.2071)			72693.2812	247.3685	321.4581	1.5378	0.0000	0.0000	0.0000	9.9917	0.0000	7.4302	4.2016	3.5312	7.5693	54.8528	6.8065	3.1570
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	Homo sapiens OX=9606	Protein arginine N-methyltransferase 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	254387	254387	254387	17K(304.2071), 4C(57.0214), N-term(304.2071)			77632.1250	270.2557	147.3947	0.0000	0.0000	0.0000	0.0000	6.6139	1.3918	11.6729	1.7708	6.2240	10.2391	99.3184	7.8965	6.9834
sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	SLC9A3R1	358	Homo sapiens OX=9606	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3769963	3769963	3769963	10K(304.2071), 2K(304.2071), 7K(304.2071), N-term(304.2071)			932604.3438	2915.0087	2159.4212	5.2046	0.5354	0.1072	0.0764	47.9210	4.9659	46.2183	26.0594	19.9840	22.2349	1478.9737	22.9086	18.4083
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	Homo sapiens OX=9606	Proteasome subunit alpha type-7 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	3	2	3	4692667	3446878	4692667	9K(304.2071), N-term(304.2071)			1189591.0000	3807.5417	3336.4465	6.8181	0.6699	0.0000	0.0266	46.6255	7.7050	117.6142	16.2603	38.4583	53.4541	977.5431	81.0148	33.6631
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	Homo sapiens OX=9606	Myosin regulatory light chain 12B 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	8	0	8	20486144	     0	20486144	18K(304.2071), 5C(57.0214), 5M(15.9949), 6M(15.9949), 8M(15.9949), N-term(304.2071)		sp|P19105|ML12A_HUMAN	2361997.7773	6920.4664	2944.3601	5.7389	0.6637	0.0880	0.0000	461.8744	19.4841	435.6867	243.9188	79.2204	225.0488	3684.1961	132.3485	128.8361
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	Homo sapiens OX=9606	Hepatocyte growth factor-regulated tyrosine kinase substrate 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	892539	892539	892539	10K(304.2071), N-term(304.2071)			109412.0234	330.6094	483.0675	0.7442	0.0000	0.0000	0.0000	28.4544	1.5398	25.7244	13.6667	5.9522	17.2497	127.6990	12.1007	8.4197
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 12A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	417302	417302	417302	22K(304.2071), N-term(304.2071)			136189.7891	462.8536	566.6314	1.6978	0.0000	0.0000	0.0000	63.0786	3.8578	43.3055	23.7605	20.7195	26.8650	196.0580	19.3045	14.8969
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein D-like 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	15183268	3906544	3906544	14K(304.2071), 16K(304.2071), 3C(57.0214), 8K(304.2071), N-term(304.2071)			542983.4414	1984.5851	1552.6189	3.3730	0.5286	0.0000	0.0000	68.3170	7.5125	97.3454	28.3900	28.2257	38.5132	665.2145	55.8178	35.4695
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	Homo sapiens OX=9606	Exportin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	2769060	2769060	2769060	12C(57.0214), 17K(304.2071), 7K(304.2071), N-term(304.2071)			489387.0391	1630.8943	2081.3818	5.8716	0.8523	0.0000	0.0000	50.4294	4.2044	63.3888	20.6627	37.5442	37.1309	485.3610	46.4377	35.1813
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	Homo sapiens OX=9606	Plexin-B2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	205621	205621	205621	17K(304.2071), N-term(304.2071)			36272.4180	83.3663	160.6835	0.9026	0.0000	0.0000	0.0000	3.8257	1.5423	8.8362	2.1162	4.6067	2.2427	37.9058	4.6442	3.3310
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	Homo sapiens OX=9606	U2 snRNP-associated SURP motif-containing protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1076355	1076355	1076355	12K(304.2071), 2C(57.0214), N-term(304.2071)			180225.0312	612.9755	578.0920	0.0000	0.2378	0.0000	0.0000	54.2529	19.0552	78.6549	36.9407	50.6034	81.2163	327.7082	77.0352	43.3484
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 1B 	1:Experimental evidence at protein level	1.0000	0.9990	10	9	10	11	10	11	6511599	6511599	6511599	12C(57.0214), 13K(304.2071), 17K(304.2071), 20C(57.0214), 23K(304.2071), 3K(304.2071), 4C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)			2077415.9531	7641.3352	7414.9256	21.4240	3.3382	0.0934	0.0374	123.7060	12.3942	178.4095	54.5525	85.5873	104.9598	1273.7748	145.9994	59.4891
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	12	12	12	7618947	7618947	7618947	10K(304.2071), 12K(304.2071), 2C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2326824.9531	7511.5539	7070.5674	19.9458	1.6280	0.0000	0.0000	108.7224	9.5721	192.3943	41.6201	85.5485	107.0116	1833.1660	177.6940	75.4218
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	5427048	5427048	5427048	13K(304.2071), 4C(57.0214), 7K(304.2071), N-term(304.2071)			741561.6250	2503.3701	2719.7175	7.3799	1.1767	0.0000	0.0000	56.9510	1.6347	54.5156	20.8551	37.8003	32.9280	515.0908	55.7451	18.7327
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	Homo sapiens OX=9606	Prefoldin subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	913833	913833	913833	14K(304.2071), N-term(304.2071)			166959.1133	590.1504	558.9762	1.6461	0.0000	0.0000	0.0000	11.0610	1.8801	23.7077	4.9466	14.1368	15.2413	214.5967	15.7619	15.4234
sp|O15217|GSTA4_HUMAN	O15217	GSTA4_HUMAN	GSTA4	222	Homo sapiens OX=9606	Glutathione S-transferase A4 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	5315138	5315138	5315138	7K(304.2071), 8K(304.2071), N-term(304.2071)			897078.8438	2246.2128	1664.8742	2.9931	0.0000	0.0000	0.0000	30.8957	3.8181	36.1725	21.4299	22.1949	17.4906	1463.7371	13.9244	12.6418
sp|O15258|RER1_HUMAN	O15258	RER1_HUMAN	RER1	196	Homo sapiens OX=9606	Protein RER1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	498996	498996	498996	11K(304.2071), N-term(304.2071)			133325.0000	424.3517	449.3546	1.2270	0.0000	0.0000	0.0000	6.2019	1.7109	10.2689	0.0000	3.1150	3.7205	86.1974	5.5794	4.7765
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens OX=9606	Surfeit locus protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	1214796	1214796	1214796	2C(57.0214), 6M(15.9949), N-term(304.2071)			151599.5459	440.9544	573.4494	1.2618	0.0000	0.0000	0.0000	25.8220	1.7330	36.7244	13.9550	9.8760	15.3464	227.3719	22.9441	18.2453
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens OX=9606	Protein phosphatase 1G 	1:Experimental evidence at protein level	1.0000	0.9944	1	1	1	1	1	1	758357	758357	758357	12K(304.2071), N-term(304.2071)			117868.3750	423.2484	373.9367	0.0000	0.0000	0.0000	0.0000	4.5053	0.0000	10.2384	2.6704	4.3568	6.1279	72.1371	12.2070	5.2645
sp|O15357|SHIP2_HUMAN	O15357	SHIP2_HUMAN	INPPL1	1258	Homo sapiens OX=9606	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	1581957	1581957	1581957	N-term(304.2071)			333093.9375	1207.7782	602.1740	3.0327	0.3437	0.0000	0.0000	51.1827	4.0161	45.7455	17.0339	20.2733	25.3450	344.0327	33.6985	15.0562
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit D 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	4742978	4742978	4742978	12C(57.0214), 12K(304.2071), 13C(57.0214), 14K(304.2071), 21K(304.2071), 3C(57.0214), 4C(57.0214), 9K(304.2071), N-term(304.2071)			1019051.5508	3575.0938	3584.1484	9.7132	1.4052	0.0000	0.0000	87.6317	9.4120	121.1893	38.9406	58.3756	65.9666	969.1592	100.6971	67.8927
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit H 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	1907074	1907074	1907074	11K(304.2071), 3M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)			515400.0469	1874.8196	2137.7623	6.3189	1.1404	0.0000	0.0000	39.0346	4.9947	55.4969	22.9859	21.6598	33.2817	424.4740	52.4909	24.8341
sp|O15498|YKT6_HUMAN	O15498	YKT6_HUMAN	YKT6	198	Homo sapiens OX=9606	Synaptobrevin homolog YKT6 	1:Experimental evidence at protein level	1.0000	0.9985	2	2	2	2	2	2	2283338	2283338	2283338	7K(304.2071), 8K(304.2071), N-term(304.2071)			252044.8594	866.9030	642.5053	2.3761	0.4429	0.0000	0.0000	19.6945	1.7343	17.9267	0.0000	10.4593	18.1273	254.9818	19.3318	11.3744
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	6778486	6778486	6778486	10K(304.2071), 22C(57.0214), 7K(304.2071), N-term(304.2071)			1231273.1250	4229.1194	2625.4052	6.1200	1.6155	0.0515	0.0000	135.5007	7.5908	109.2310	51.7884	79.8047	72.4255	1196.5710	132.0418	50.4779
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens OX=9606	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1880653	1880653	1880653	11K(304.2071), N-term(304.2071)			236055.2266	743.4024	865.7873	1.8934	0.0000	0.0000	0.0000	22.7563	4.4941	27.3193	8.0073	16.0800	16.4614	170.5390	23.6714	11.0675
sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	522	Homo sapiens OX=9606	U4/U6 small nuclear ribonucleoprotein Prp4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	445455	445455	445455	12K(304.2071), N-term(304.2071)			85678.4219	305.7557	398.3407	1.5884	0.2453	0.0000	0.0000	5.6755	1.7035	16.4037	2.9754	10.0662	11.3262	122.0289	14.3972	4.9075
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens OX=9606	D-3-phosphoglycerate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	12	12	12	17043930	17043930	17043930	10C(57.0214), 11C(57.0214), 11K(304.2071), 12K(304.2071), 12M(15.9949), 14K(304.2071), 1C(57.0214), 20K(304.2071), 7C(57.0214), N-term(304.2071)			2325086.2617	7554.8337	5223.2475	13.7309	1.8298	0.0830	0.0000	317.1538	12.8915	158.3638	119.8351	178.7404	170.6677	2692.8586	159.0585	89.7687
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1128667	1128667	1128667	8K(304.2071), N-term(304.2071)			177365.3477	590.5372	655.9540	1.8848	0.2656	0.0000	0.0000	19.0519	0.0000	20.7429	9.6663	8.3864	7.4100	197.2689	17.6759	10.9572
sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	624	Homo sapiens OX=9606	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	448681	152473	448681	14K(304.2071), 2C(57.0214), 4C(57.0214), 9C(57.0214), N-term(304.2071)			117536.3320	430.3998	814.3558	1.4949	0.4461	0.0000	0.0000	12.1350	1.5209	13.7297	5.1628	6.6583	13.5389	149.7445	15.9702	7.9105
sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	Homo sapiens OX=9606	U4/U6.U5 tri-snRNP-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	955576	955576	955576	12K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			257623.2031	869.3671	1015.1550	3.4950	0.3842	0.0000	0.0000	22.1765	2.7732	48.2994	10.2397	14.4972	23.8976	373.4765	33.1123	21.2721
sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	Homo sapiens OX=9606	Eukaryotic translation elongation factor 1 epsilon-1 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	826576	826576	826576	10K(304.2071), 9K(304.2071), N-term(304.2071)			195846.9844	646.3941	723.9919	1.8806	0.8700	0.0000	0.0000	27.3417	1.6974	30.9933	6.3713	14.1997	13.3238	250.7199	22.6534	13.1288
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein R 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4908007	2228903	2228903	10K(304.2071), 13K(304.2071), 17K(304.2071), N-term(304.2071)			178922.9395	536.0302	955.2331	2.1400	0.5836	0.0000	0.0000	16.8391	2.1956	28.1347	4.2957	8.6516	19.4853	208.1395	18.0602	10.2138
sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	Homo sapiens OX=9606	Thioredoxin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4072912	4072912	4072912	15K(304.2071), N-term(304.2071)			788124.9141	2727.1959	1906.0303	5.0298	0.9623	0.0543	0.0000	70.2425	13.4748	121.8729	45.9629	66.5180	84.2425	663.3630	78.7931	57.6572
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens OX=9606	Tumor protein D54 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1463780	1463780	1463780	10K(304.2071), 11K(304.2071), N-term(304.2071)			293600.1953	867.9004	1065.4000	1.8331	0.0000	0.0000	0.0000	24.3235	0.0000	29.1896	7.5516	12.1161	13.6692	407.0742	30.1896	13.9651
sp|O43423|AN32C_HUMAN	O43423	AN32C_HUMAN	ANP32C	234	Homo sapiens OX=9606	Acidic leucine-rich nuclear phosphoprotein 32 family member C 	2:Experimental evidence at transcript level	1.0000	0.9990	1	0	1	1	0	1	2144120	     0	2144120	9K(304.2071), N-term(304.2071)		sp|O95626|AN32D_HUMAN, sp|P39687|AN32A_HUMAN	278386.2188	1033.2196	314.5674	0.6602	0.0000	0.0000	0.0000	9.2228	0.0000	21.5986	2.3635	6.2501	10.3374	228.4607	12.5618	4.4857
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens OX=9606	Band 4.1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	628038	     0	628038	10K(304.2071), 11K(304.2071), 2C(57.0214), N-term(304.2071)			330032.1094	1163.7331	833.4799	2.7557	0.5855	0.0000	0.0000	19.9185	1.0462	24.5664	9.2834	11.5681	11.6802	217.1891	8.8220	11.2252
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	Homo sapiens OX=9606	Exportin-T 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	656768	656768	656768	15K(304.2071), 9K(304.2071), N-term(304.2071)			193123.0938	696.2488	581.1734	2.1197	0.0000	0.0000	0.0000	9.0379	3.9134	41.0182	8.0417	13.6274	17.0267	257.5593	28.3251	13.9514
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM44 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2487519	2487519	2487519	11K(304.2071), 9K(304.2071), N-term(304.2071)			358318.3750	1215.7780	1973.9515	6.0532	0.4151	0.0000	0.0283	8.1935	0.0000	41.7046	6.6712	8.3534	17.0411	243.9582	26.9816	17.3964
sp|O43617|TPPC3_HUMAN	O43617	TPPC3_HUMAN	TRAPPC3	180	Homo sapiens OX=9606	Trafficking protein particle complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	437324	437324	437324	N-term(304.2071)			133495.8906	469.7403	151.6397	0.7034	0.0000	0.0000	0.0000	18.8220	1.8866	22.8896	6.9676	8.3304	7.6018	145.5238	10.3989	8.0702
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens OX=9606	BUB3-interacting and GLEBS motif-containing protein ZNF207 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	1289414	1289414	1289414	7K(304.2071), N-term(304.2071)			695191.2344	2669.0348	3886.1096	14.2520	3.2682	0.2128	0.2009	60.4287	16.5694	135.9660	26.1730	45.6003	57.4359	644.2768	102.3405	50.0063
sp|O43681|GET3_HUMAN	O43681	GET3_HUMAN	GET3	348	Homo sapiens OX=9606	ATPase GET3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	2013156	2013156	2013156	18K(304.2071), 7K(304.2071), N-term(304.2071)			272023.9570	1005.8283	768.8406	3.8452	0.7364	0.1753	0.1024	47.3982	4.7798	58.1247	20.4162	17.4320	21.3249	279.5117	21.2245	19.0761
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens OX=9606	Mitotic checkpoint protein BUB3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	719588	719588	719588	13K(304.2071), 3C(57.0214), N-term(304.2071)			117836.2812	414.6158	643.4167	1.3527	0.2275	0.0000	0.0000	9.0104	0.9748	13.5704	3.7121	4.8793	8.2294	76.4861	10.3951	7.0303
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens OX=9606	Alpha-actinin-4 	1:Experimental evidence at protein level	1.0000	0.9990	25	12	25	27	12	27	72332728	9777909	72332728	10K(304.2071), 11K(304.2071), 12K(304.2071), 2C(57.0214), 5M(15.9949), 6C(57.0214), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)			8467132.3828	25883.4861	23158.8584	64.9103	9.6300	0.3293	0.0392	950.5335	152.2925	1207.1699	519.6764	563.6270	827.5334	11018.7730	963.7087	497.3899
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens OX=9606	AP-1 complex subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1165992	1165992	1165992	14K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			123276.2930	359.8622	553.8599	0.9050	0.2832	0.0000	0.0000	46.5390	4.8996	38.5268	18.1803	14.0448	35.1059	243.2581	30.2054	24.7365
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens OX=9606	Asparagine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	2938014	2938014	2938014	23K(304.2071), 4C(57.0214), 6C(57.0214), N-term(304.2071)			930221.3281	3125.8463	2252.6229	5.4792	0.9029	0.0000	0.0000	84.9292	5.0821	74.3648	25.6999	34.0672	41.2557	914.6903	62.6583	31.3682
sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1273643	1273643	1273643	15K(304.2071), 17K(304.2071), N-term(304.2071)			191576.8906	704.5294	1063.3436	2.6737	0.2635	0.0000	0.0000	7.4439	0.0000	25.6909	6.8284	5.7072	11.5215	96.1687	12.2544	6.4541
sp|O43837|IDH3B_HUMAN	O43837	IDH3B_HUMAN	IDH3B	385	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	1006204	1006204	1006204	10C(57.0214), 19K(304.2071), 5C(57.0214), 7K(304.2071), 9C(57.0214), N-term(304.2071)			395358.1992	1435.4373	1547.5494	5.7433	1.4005	0.0000	0.0531	25.3026	2.6941	35.4739	11.0652	10.8706	15.2999	274.6861	20.6714	12.5308
sp|O43847|NRDC_HUMAN	O43847	NRDC_HUMAN	NRDC	1151	Homo sapiens OX=9606	Nardilysin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	313754	313754	313754	10K(304.2071), N-term(304.2071)			62728.3203	196.2032	238.8422	1.1466	0.0000	0.0000	0.0000	6.8365	0.0000	3.7839	4.0539	0.0000	7.1781	56.1060	4.1750	3.6279
sp|O43852|CALU_HUMAN	O43852	CALU_HUMAN	CALU	315	Homo sapiens OX=9606	Calumenin 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	11422976	11422976	11422976	10K(304.2071), 15M(15.9949), 16K(304.2071), 8K(304.2071), N-term(304.2071)			1835003.3672	5883.6557	6429.1307	21.5750	2.7485	0.2208	0.0627	167.5900	12.0208	154.6731	79.3070	46.2618	76.3387	1590.4222	88.0663	48.0420
sp|O43865|SAHH2_HUMAN	O43865	SAHH2_HUMAN	AHCYL1	530	Homo sapiens OX=9606	S-adenosylhomocysteine hydrolase-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	1576810	     0	1576810	8K(304.2071), N-term(304.2071)			151764.3906	529.2656	804.0592	1.7635	1.2805	0.0000	0.0328	29.1679	2.3376	22.5539	15.2046	9.9302	14.0857	209.7808	18.6986	13.5149
sp|O60216|RAD21_HUMAN	O60216	RAD21_HUMAN	RAD21	631	Homo sapiens OX=9606	Double-strand-break repair protein rad21 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	349248	349248	349248	20K(304.2071), N-term(304.2071)			85839.6836	285.0190	395.9315	1.3184	0.0000	0.0000	0.0000	6.9004	0.0000	20.5915	1.5692	3.5940	4.2465	89.9316	10.8015	5.8236
sp|O60220|TIM8A_HUMAN	O60220	TIM8A_HUMAN	TIMM8A	97	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim8 A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	816321	816321	816321	N-term(304.2071)			86104.5234	280.0776	349.4675	1.0050	0.0000	0.0000	0.0000	12.3135	3.0599	16.5661	7.1473	5.0670	11.9376	95.0657	11.4517	6.2605
sp|O60271|JIP4_HUMAN	O60271	JIP4_HUMAN	SPAG9	1321	Homo sapiens OX=9606	C-Jun-amino-terminal kinase-interacting protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	402614	402614	402614	11K(304.2071), N-term(304.2071)			110595.7422	377.7784	361.9682	1.2692	0.0000	0.0000	0.0000	8.6254	1.3242	11.0204	3.5770	4.8911	9.3177	71.1403	5.9095	4.9199
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	Homo sapiens OX=9606	Dynamin-like 120 kDa protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2124709	2124709	2124709	12K(304.2071), 15K(304.2071), 3C(57.0214), N-term(304.2071)			178207.4688	571.9370	1018.5089	3.0652	1.1927	0.0000	0.0000	22.8423	2.0310	25.8879	9.1057	9.9108	17.1009	247.1977	15.6190	15.1250
sp|O60488|ACSL4_HUMAN	O60488	ACSL4_HUMAN	ACSL4	711	Homo sapiens OX=9606	Long-chain-fatty-acid--CoA ligase 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	786864	786864	786864	11K(304.2071), 7C(57.0214), 8C(57.0214), N-term(304.2071)			97351.3906	327.4800	396.8727	1.1757	0.2151	0.0000	0.0000	12.7711	2.4847	13.7513	8.3372	8.6435	17.3278	143.8588	9.3175	9.2538
sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	Homo sapiens OX=9606	Sorting nexin-3 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	5	3	5	5308772	2386105	5308772	7K(304.2071), 9K(304.2071), N-term(304.2071)			1061900.7188	3464.4960	3405.5763	8.0399	2.9241	0.0000	0.0000	65.6843	7.8288	83.9136	30.9574	35.8331	58.1361	734.2696	69.9076	39.4572
sp|O60502|OGA_HUMAN	O60502	OGA_HUMAN	OGA	916	Homo sapiens OX=9606	Protein O-GlcNAcase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	454841	454841	454841	12K(304.2071), N-term(304.2071)			174767.1250	693.4327	885.2551	4.0780	0.7305	0.0000	0.0000	10.8822	1.1499	20.1059	7.2067	6.0721	11.0673	187.8464	7.2662	11.6520
